Year,Week,Beat,District
2023,20,814,8.0
2020,35,1833,18.0
2021,27,1121,11.0
2023,20,522,5.0
2020,8,215,2.0
2023,29,2022,20.0
2022,18,2233,22.0
2021,16,2032,20.0
2022,34,234,2.0
2023,31,431,4.0
2019,50,2232,22.0
2022,24,133,1.0
2020,11,2023,20.0
2019,23,1833,18.0
2020,2,235,2.0
2020,24,524,5.0
2021,33,1634,16.0
2021,1,1123,11.0
2023,1,2012,20.0
2022,24,1732,17.0
2019,1,1224,12.0
2022,11,1914,19.0
2023,19,1022,10.0
2023,7,123,1.0
2021,7,1432,14.0
2019,39,1622,16.0
2019,19,313,3.0
2019,38,1531,15.0
2023,20,1612,16.0
2021,8,2412,24.0
2021,23,1712,17.0
2023,29,323,3.0
2019,12,312,3.0
2019,48,112,1.0
2020,1,2221,22.0
2022,40,1713,17.0
2020,5,1732,17.0
2023,41,621,6.0
2019,5,1414,14.0
2021,35,2412,24.0
2020,22,1134,11.0
2020,45,1221,12.0
2020,36,1811,18.0
2023,15,421,4.0
2021,22,632,6.0
2022,20,1221,12.0
2023,26,913,9.0
2022,25,323,3.0
2021,23,931,9.0
2021,30,1814,18.0
2023,8,912,9.0
2022,7,822,8.0
2022,52,1023,10.0
2020,43,1433,14.0
2020,53,1211,12.0
2021,3,714,7.0
2023,42,2514,25.0
2022,48,2422,24.0
2022,33,2524,25.0
2020,53,1833,18.0
2021,2,1221,12.0
2021,51,422,4.0
2021,37,822,8.0
2022,48,112,1.0
2022,52,414,4.0
2021,25,914,9.0
2021,9,1421,14.0
2019,51,112,1.0
2019,17,2431,24.0
2021,21,2524,25.0
2019,31,233,2.0
2021,30,835,8.0
2021,37,2524,25.0
2023,35,1651,16.0
2022,44,1724,17.0
2022,30,1632,16.0
2019,29,2422,24.0
2022,4,1215,12.0
2022,35,634,6.0
2023,6,712,7.0
2019,41,2013,20.0
2020,46,1611,16.0
2022,30,1614,16.0
2022,29,835,8.0
2021,48,512,5.0
2023,15,1013,10.0
2019,50,324,3.0
2022,37,2525,25.0
2019,49,1014,10.0
2020,11,1732,17.0
2022,48,613,6.0
2019,1,331,3.0
2023,20,613,6.0
2020,46,933,9.0
2023,29,2433,24.0
2023,45,1722,17.0
2022,30,925,9.0
2020,43,813,8.0
2019,52,2523,25.0
2023,1,2033,20.0
2019,51,2514,25.0
2022,31,122,1.0
2023,39,1511,15.0
2020,35,113,1.0
2020,38,1121,11.0
2019,3,1814,18.0
2020,47,835,8.0
2022,11,1611,16.0
2020,40,324,3.0
2019,34,1511,15.0
2020,46,1622,16.0
2020,44,131,1.0
2021,42,633,6.0
2020,2,1021,10.0
2022,5,1422,14.0
2023,29,1931,19.0
2020,13,132,1.0
2023,44,213,2.0
2020,49,1123,11.0
2019,46,915,9.0
2022,12,522,5.0
2021,53,613,6.0
2020,42,1923,19.0
2020,43,434,4.0
2019,36,1624,16.0
2022,6,834,8.0
2022,39,821,8.0
2019,18,726,7.0
2021,13,512,5.0
2021,7,1133,11.0
2019,39,1932,19.0
2020,37,1812,18.0
2021,39,434,4.0
2019,46,1212,12.0
2021,52,813,8.0
2020,2,722,7.0
2022,17,1652,16.0
2021,26,323,3.0
2019,49,933,9.0
2023,1,1813,18.0
2022,32,2023,20.0
2021,13,712,7.0
2019,35,121,1.0
2020,43,831,8.0
2021,41,213,2.0
2022,16,831,8.0
2023,21,2033,20.0
2019,26,431,4.0
2019,1,1132,11.0
2020,51,215,2.0
2020,5,511,5.0
2021,21,321,3.0
2019,9,1023,10.0
2019,32,434,4.0
2021,5,1914,19.0
2020,31,1932,19.0
2019,17,921,9.0
2021,21,1812,18.0
2019,10,223,2.0
2020,26,726,7.0
2023,8,2234,22.0
2022,19,2533,25.0
2021,24,1222,12.0
2019,46,2533,25.0
2022,8,132,1.0
2022,40,1911,19.0
2021,33,1225,12.0
2022,22,825,8.0
2022,13,825,8.0
2019,44,1935,19.0
2023,21,735,7.0
2021,37,334,3.0
2022,18,1032,10.0
2022,9,113,1.0
2021,40,2423,24.0
2020,37,512,5.0
2023,1,715,7.0
2020,46,1633,16.0
2023,52,1412,14.0
2019,52,732,7.0
2019,23,332,3.0
2021,26,834,8.0
2022,33,624,6.0
2020,30,1931,19.0
2021,17,831,8.0
2019,21,935,9.0
2019,44,821,8.0
2021,13,735,7.0
2021,10,313,3.0
2020,42,834,8.0
2020,47,915,9.0
2021,33,715,7.0
2022,40,623,6.0
2021,17,1011,10.0
2022,20,924,9.0
2020,8,1614,16.0
2022,25,823,8.0
2021,9,834,8.0
2021,34,935,9.0
2023,32,512,5.0
2023,6,2535,25.0
2019,22,2023,20.0
2019,29,611,6.0
2020,50,1921,19.0
2022,36,423,4.0
2020,44,1424,14.0
2022,38,2431,24.0
2022,41,2033,20.0
2021,23,1124,11.0
2020,36,1232,12.0
2022,42,1032,10.0
2022,16,1914,19.0
2023,43,433,4.0
2021,29,434,4.0
2022,18,1531,15.0
2023,28,123,1.0
2023,12,1713,17.0
2021,8,1221,12.0
2020,17,523,5.0
2021,11,1132,11.0
2019,14,1134,11.0
2019,17,422,4.0
2021,48,1632,16.0
2023,32,1931,19.0
2020,44,1523,15.0
2019,48,1814,18.0
2022,19,334,3.0
2022,24,1712,17.0
2023,45,1513,15.0
2019,32,1924,19.0
2022,24,621,6.0
2019,40,2222,22.0
2020,37,1023,10.0
2021,21,1215,12.0
2019,11,814,8.0
2021,16,1913,19.0
2019,48,234,2.0
2020,4,1211,12.0
2021,21,2532,25.0
2021,36,1932,19.0
2022,48,1933,19.0
2023,11,2221,22.0
2022,32,524,5.0
2021,45,322,3.0
2022,49,1932,19.0
2020,15,1223,12.0
2021,40,934,9.0
2023,33,533,5.0
2020,10,634,6.0
2021,49,431,4.0
2020,48,1124,11.0
2023,41,1613,16.0
2021,52,1512,15.0
2019,37,2531,25.0
2019,43,212,2.0
2023,26,1115,11.0
2020,53,1213,12.0
2021,30,1424,14.0
2023,43,733,7.0
2021,6,1022,10.0
2022,34,612,6.0
2019,48,1421,14.0
2023,21,1623,16.0
2020,12,1213,12.0
2022,20,2031,20.0
2023,34,2232,22.0
2019,50,422,4.0
2023,4,1533,15.0
2021,41,2023,20.0
2019,13,1933,19.0
2022,38,1011,10.0
2019,47,1932,19.0
2019,22,1512,15.0
2021,46,433,4.0
2020,40,2532,25.0
2021,7,1234,12.0
2020,53,314,3.0
2022,28,1414,14.0
2020,8,814,8.0
2020,51,212,2.0
2020,29,2513,25.0
2022,2,612,6.0
2023,18,323,3.0
2021,32,1823,18.0
2022,29,823,8.0
2020,16,1814,18.0
2020,2,433,4.0
2019,22,732,7.0
2019,17,2524,25.0
2023,13,1833,18.0
2021,15,2523,25.0
2019,52,1712,17.0
2022,14,1222,12.0
2021,11,313,3.0
2021,29,1221,12.0
2022,18,1711,17.0
2022,13,2013,20.0
2019,10,424,4.0
2023,32,1132,11.0
2020,4,211,2.0
2022,38,1434,14.0
2019,35,1634,16.0
2022,21,323,3.0
2022,42,2413,24.0
2019,29,531,5.0
2019,1,734,7.0
2022,5,2031,20.0
2021,30,424,4.0
2021,7,634,6.0
2020,34,1932,19.0
2021,14,1914,19.0
2020,38,332,3.0
2021,16,713,7.0
2020,17,2521,25.0
2023,25,1652,16.0
2020,49,215,2.0
2020,14,1214,12.0
2019,20,1624,16.0
2021,23,2525,25.0
2019,51,1032,10.0
2023,20,131,1.0
2020,2,312,3.0
2019,8,1614,16.0
2021,20,111,1.0
2023,29,1913,19.0
2021,14,322,3.0
2020,40,726,7.0
2022,2,1421,14.0
2022,10,815,8.0
2020,45,2531,25.0
2021,42,1624,16.0
2023,44,1431,14.0
2023,40,1831,18.0
2021,43,2011,20.0
2019,41,2422,24.0
2019,39,932,9.0
2022,48,2433,24.0
2022,25,2514,25.0
2022,39,734,7.0
2021,17,931,9.0
2023,6,1655,16.0
2021,52,1923,19.0
2021,15,913,9.0
2023,41,1224,12.0
2019,7,814,8.0
2023,28,2022,20.0
2020,1,522,5.0
2019,34,1712,17.0
2019,14,2234,22.0
2019,26,1414,14.0
2023,13,2013,20.0
2019,29,214,2.0
2022,23,1613,16.0
2022,42,915,9.0
2021,41,432,4.0
2020,32,2535,25.0
2021,50,735,7.0
2022,42,222,2.0
2019,44,726,7.0
2022,24,2535,25.0
2019,7,1713,17.0
2020,41,1925,19.0
2022,27,1232,12.0
2022,4,2212,22.0
2019,35,414,4.0
2021,34,1034,10.0
2021,4,2514,25.0
2022,38,1621,16.0
2019,39,1821,18.0
2019,41,811,8.0
2020,52,1832,18.0
2019,33,815,8.0
2019,4,713,7.0
2022,10,214,2.0
2023,14,334,3.0
2020,41,732,7.0
2021,48,1412,14.0
2019,9,413,4.0
2021,49,612,6.0
2020,15,1934,19.0
2020,17,1631,16.0
2021,24,235,2.0
2022,52,1634,16.0
2020,1,323,3.0
2020,32,633,6.0
2023,52,1612,16.0
2019,20,713,7.0
2022,14,114,1.0
2020,53,1923,19.0
2022,18,1614,16.0
2021,51,915,9.0
2023,2,1925,19.0
2023,3,2233,22.0
2019,25,1422,14.0
2023,45,2431,24.0
2019,31,2024,20.0
2022,49,931,9.0
2021,7,2411,24.0
2020,3,2033,20.0
2019,33,1713,17.0
2022,31,2233,22.0
2021,15,1034,10.0
2020,51,1733,17.0
2022,33,131,1.0
2022,34,422,4.0
2022,28,434,4.0
2019,45,223,2.0
2021,9,1622,16.0
2023,42,1833,18.0
2022,41,313,3.0
2019,36,912,9.0
2023,24,812,8.0
2022,37,711,7.0
2022,16,934,9.0
2020,1,1633,16.0
2019,18,1822,18.0
2023,43,1931,19.0
2022,22,2212,22.0
2020,53,1235,12.0
2021,15,1931,19.0
2021,43,2521,25.0
2021,41,1713,17.0
2021,51,631,6.0
2019,15,1131,11.0
2020,4,933,9.0
2023,16,2422,24.0
2020,41,1123,11.0
2022,26,2423,24.0
2019,39,624,6.0
2019,15,1811,18.0
2023,2,832,8.0
2020,43,1121,11.0
2020,34,824,8.0
2022,18,223,2.0
2022,48,1111,11.0
2019,20,714,7.0
2023,41,414,4.0
2019,12,2033,20.0
2019,1,1713,17.0
2021,38,422,4.0
2021,45,2211,22.0
2021,32,413,4.0
2019,9,1623,16.0
2021,32,2515,25.0
2020,26,621,6.0
2022,22,1621,16.0
2022,49,1732,17.0
2019,27,1213,12.0
2023,34,2222,22.0
2021,18,1631,16.0
2020,51,1022,10.0
2022,36,1432,14.0
2022,38,531,5.0
2020,50,1222,12.0
2019,18,523,5.0
2022,5,111,1.0
2019,46,1913,19.0
2023,18,1813,18.0
2023,17,1411,14.0
2022,14,1235,12.0
2020,44,814,8.0
2019,9,422,4.0
2023,21,1513,15.0
2021,53,1235,12.0
2021,23,513,5.0
2021,2,1533,15.0
2020,46,225,2.0
2021,29,1931,19.0
2021,5,912,9.0
2020,48,613,6.0
2020,14,2515,25.0
2022,38,2411,24.0
2019,50,2012,20.0
2020,45,825,8.0
2019,18,2513,25.0
2022,14,334,3.0
2020,6,1115,11.0
2021,14,2032,20.0
2019,11,724,7.0
2023,2,823,8.0
2020,37,722,7.0
2021,31,2511,25.0
2021,31,1712,17.0
2021,29,732,7.0
2022,42,614,6.0
2019,31,2515,25.0
2021,51,224,2.0
2019,26,1655,16.0
2020,24,234,2.0
2022,44,333,3.0
2020,12,913,9.0
2023,26,1613,16.0
2023,13,2411,24.0
2020,8,2234,22.0
2019,29,314,3.0
2021,48,2533,25.0
2019,52,924,9.0
2022,49,1122,11.0
2022,36,1531,15.0
2019,22,1522,15.0
2020,33,2223,22.0
2019,22,1511,15.0
2021,11,2212,22.0
2022,52,1934,19.0
2022,31,734,7.0
2021,28,2534,25.0
2020,40,834,8.0
2020,49,1914,19.0
2022,8,223,2.0
2020,29,2012,20.0
2019,37,1113,11.0
2021,43,324,3.0
2019,48,213,2.0
2021,24,212,2.0
2021,14,1732,17.0
2020,8,1512,15.0
2023,52,1423,14.0
2023,37,2411,24.0
2023,29,923,9.0
2022,46,1231,12.0
2019,44,1622,16.0
2021,47,1722,17.0
2021,34,1413,14.0
2020,37,923,9.0
2019,2,631,6.0
2022,36,323,3.0
2020,13,1424,14.0
2019,20,1022,10.0
2020,16,421,4.0
2022,13,1213,12.0
2021,37,1224,12.0
2019,50,213,2.0
2020,20,622,6.0
2021,25,1533,15.0
2023,33,1235,12.0
2023,39,923,9.0
2021,9,1623,16.0
2019,10,523,5.0
2021,24,2433,24.0
2022,9,921,9.0
2023,16,725,7.0
2020,51,2213,22.0
2019,7,1821,18.0
2020,32,2033,20.0
2021,2,2412,24.0
2020,4,621,6.0
2023,5,1234,12.0
2023,8,1522,15.0
2020,31,1135,11.0
2019,27,1834,18.0
2019,41,823,8.0
2023,38,333,3.0
2021,22,133,1.0
2023,39,1012,10.0
2021,48,1131,11.0
2020,32,1934,19.0
2021,53,1522,15.0
2023,42,1235,12.0
2020,38,1222,12.0
2019,35,1712,17.0
2020,27,712,7.0
2023,12,234,2.0
2023,17,832,8.0
2020,44,1831,18.0
2021,52,1925,19.0
2020,14,824,8.0
2020,38,811,8.0
2019,41,213,2.0
2023,39,1613,16.0
2023,27,633,6.0
2021,51,221,2.0
2020,36,2512,25.0
2021,31,1925,19.0
2019,43,2221,22.0
2023,7,2523,25.0
2023,5,1822,18.0
2022,17,321,3.0
2020,48,934,9.0
2023,2,1124,11.0
2021,42,1212,12.0
2021,44,1124,11.0
2020,29,1421,14.0
2020,51,825,8.0
2022,3,1124,11.0
2023,4,1634,16.0
2023,25,1923,19.0
2021,24,1013,10.0
2022,32,421,4.0
2020,42,2423,24.0
2020,48,815,8.0
2020,10,923,9.0
2022,29,522,5.0
2019,14,522,5.0
2022,3,2023,20.0
2023,26,324,3.0
2022,31,1422,14.0
2023,42,1212,12.0
2022,38,1631,16.0
2023,31,1814,18.0
2021,15,931,9.0
2021,25,1915,19.0
2021,30,725,7.0
2020,18,1522,15.0
2021,25,1014,10.0
2019,38,1513,15.0
2021,19,1622,16.0
2023,45,1832,18.0
2021,16,1923,19.0
2021,51,1611,16.0
2022,27,1723,17.0
2019,4,2531,25.0
2020,8,1225,12.0
2021,24,1234,12.0
2019,24,2514,25.0
2019,20,1233,12.0
2019,31,434,4.0
2020,18,714,7.0
2023,23,1914,19.0
2020,30,1523,15.0
2022,16,1813,18.0
2023,16,933,9.0
2023,32,931,9.0
2020,48,2513,25.0
2019,16,1612,16.0
2023,41,1913,19.0
2023,18,1933,19.0
2019,6,935,9.0
2020,44,833,8.0
2023,29,711,7.0
2020,43,1821,18.0
2023,1,1732,17.0
2023,26,1014,10.0
2023,39,1934,19.0
2023,4,2234,22.0
2020,2,1234,12.0
2022,8,2523,25.0
2020,14,1711,17.0
2021,30,433,4.0
2023,29,1832,18.0
2022,38,1915,19.0
2021,27,412,4.0
2020,6,2534,25.0
2019,49,312,3.0
2021,28,1234,12.0
2019,31,1651,16.0
2019,4,634,6.0
2019,37,734,7.0
2020,27,1214,12.0
2019,28,1034,10.0
2023,42,2432,24.0
2023,19,1414,14.0
2023,39,933,9.0
2020,43,1113,11.0
2022,8,511,5.0
2020,38,1632,16.0
2020,20,1634,16.0
2021,11,421,4.0
2023,12,233,2.0
2023,21,1814,18.0
2019,18,722,7.0
2021,3,1812,18.0
2021,48,1513,15.0
2022,52,1923,19.0
2020,38,2232,22.0
2022,26,713,7.0
2020,48,1932,19.0
2021,14,522,5.0
2021,23,2523,25.0
2019,40,1121,11.0
2020,33,322,3.0
2020,32,725,7.0
2020,7,212,2.0
2023,32,2032,20.0
2023,32,1811,18.0
2021,16,1123,11.0
2023,13,123,1.0
2021,27,1214,12.0
2019,1,1513,15.0
2021,15,2514,25.0
2022,19,1014,10.0
2023,4,1834,18.0
2023,29,124,1.0
2019,37,1733,17.0
2019,39,232,2.0
2020,31,1223,12.0
2023,24,913,9.0
2019,43,824,8.0
2021,13,221,2.0
2022,50,2211,22.0
2023,22,2533,25.0
2020,43,835,8.0
2023,36,234,2.0
2022,49,1114,11.0
2020,43,1513,15.0
2020,50,1021,10.0
2019,12,1413,14.0
2023,45,632,6.0
2019,44,1122,11.0
2023,30,724,7.0
2020,16,2523,25.0
2020,33,633,6.0
2019,40,924,9.0
2022,2,1821,18.0
2023,33,912,9.0
2020,16,1232,12.0
2022,5,2534,25.0
2023,41,512,5.0
2021,36,1812,18.0
2021,16,915,9.0
2019,27,1821,18.0
2020,7,933,9.0
2021,31,2423,24.0
2020,43,1434,14.0
2020,29,1221,12.0
2022,17,814,8.0
2019,38,2223,22.0
2021,3,2212,22.0
2019,39,1935,19.0
2019,48,824,8.0
2019,20,1432,14.0
2019,28,2432,24.0
2019,30,313,3.0
2019,19,533,5.0
2020,4,731,7.0
2020,8,2411,24.0
2021,44,611,6.0
2020,8,2515,25.0
2023,23,712,7.0
2022,13,722,7.0
2023,15,1722,17.0
2021,19,333,3.0
2023,27,1832,18.0
2022,16,632,6.0
2019,3,1115,11.0
2019,34,1434,14.0
2019,42,2534,25.0
2021,4,723,7.0
2020,41,233,2.0
2021,52,331,3.0
2022,15,1412,14.0
2023,30,1031,10.0
2020,33,513,5.0
2022,43,1434,14.0
2022,38,1225,12.0
2023,21,832,8.0
2021,12,132,1.0
2021,41,1912,19.0
2022,40,1221,12.0
2020,26,933,9.0
2022,34,1013,10.0
2020,6,1813,18.0
2023,9,1024,10.0
2020,48,333,3.0
2021,41,2234,22.0
2021,25,1524,15.0
2021,42,1611,16.0
2021,24,434,4.0
2020,45,1214,12.0
2020,31,2524,25.0
2022,10,634,6.0
2021,44,1212,12.0
2021,5,2013,20.0
2021,52,1532,15.0
2023,21,1813,18.0
2021,28,911,9.0
2020,4,411,4.0
2023,5,511,5.0
2019,45,1831,18.0
2023,52,1923,19.0
2021,35,634,6.0
2020,37,1022,10.0
2022,9,1632,16.0
2020,38,712,7.0
2023,42,1723,17.0
2019,39,2031,20.0
2021,4,2535,25.0
2022,10,2024,20.0
2021,3,2433,24.0
2021,4,624,6.0
2021,25,1211,12.0
2020,26,714,7.0
2020,13,1832,18.0
2019,10,823,8.0
2019,34,1722,17.0
2023,24,833,8.0
2020,53,1913,19.0
2023,38,1131,11.0
2021,25,121,1.0
2021,21,1915,19.0
2021,45,1023,10.0
2019,15,1912,19.0
2020,50,1434,14.0
2021,17,1812,18.0
2023,43,623,6.0
2022,23,513,5.0
2020,2,2511,25.0
2019,8,1654,16.0
2019,3,913,9.0
2019,9,722,7.0
2021,53,1233,12.0
2023,12,2032,20.0
2021,24,712,7.0
2023,19,2422,24.0
2019,38,212,2.0
2023,34,1115,11.0
2020,15,1621,16.0
2023,37,1933,19.0
2023,34,2422,24.0
2023,22,1221,12.0
2020,47,2511,25.0
2019,24,1234,12.0
2023,27,823,8.0
2021,32,513,5.0
2023,43,114,1.0
2021,5,223,2.0
2022,39,1023,10.0
2022,42,2524,25.0
2023,11,1213,12.0
2023,26,732,7.0
2022,1,633,6.0
2022,15,334,3.0
2019,23,2031,20.0
2019,33,211,2.0
2023,45,914,9.0
2019,30,1122,11.0
2021,42,432,4.0
2019,47,2413,24.0
2022,2,824,8.0
2021,47,1651,16.0
2021,7,1233,12.0
2021,37,413,4.0
2022,11,2412,24.0
2020,4,2222,22.0
2020,50,2522,25.0
2021,14,1824,18.0
2023,8,815,8.0
2022,14,1654,16.0
2021,6,232,2.0
2019,18,1225,12.0
2020,25,232,2.0
2022,6,824,8.0
2020,27,2012,20.0
2019,30,2213,22.0
2023,40,1912,19.0
2019,46,835,8.0
2019,7,313,3.0
2021,2,1122,11.0
2022,33,931,9.0
2022,9,1524,15.0
2023,6,511,5.0
2021,39,634,6.0
2021,50,1622,16.0
2021,23,922,9.0
2022,4,1824,18.0
2022,2,812,8.0
2020,38,1821,18.0
2023,35,1532,15.0
2020,7,2033,20.0
2020,15,1531,15.0
2021,29,2013,20.0
2019,22,331,3.0
2020,44,2232,22.0
2022,42,1813,18.0
2022,29,225,2.0
2021,47,731,7.0
2023,18,1925,19.0
2019,42,1531,15.0
2019,45,121,1.0
2019,17,1812,18.0
2019,49,1913,19.0
2023,35,1021,10.0
2019,28,234,2.0
2020,14,913,9.0
2023,35,1212,12.0
2021,34,2032,20.0
2022,5,1135,11.0
2020,31,523,5.0
2022,23,835,8.0
2020,50,914,9.0
2023,21,1234,12.0
2020,7,314,3.0
2019,42,324,3.0
2022,31,1925,19.0
2020,29,2411,24.0
2022,6,1631,16.0
2020,50,212,2.0
2021,42,2532,25.0
2022,45,322,3.0
2022,33,814,8.0
2019,30,832,8.0
2022,21,633,6.0
2019,10,2524,25.0
2023,21,1214,12.0
2020,23,1811,18.0
2020,48,511,5.0
2021,47,733,7.0
2019,38,2514,25.0
2022,9,725,7.0
2023,7,1914,19.0
2022,40,724,7.0
2022,17,2514,25.0
2023,23,1913,19.0
2019,16,413,4.0
2023,34,1633,16.0
2020,23,1913,19.0
2019,44,131,1.0
2019,2,922,9.0
2021,26,2514,25.0
2023,52,132,1.0
2019,46,922,9.0
2021,22,925,9.0
2022,35,531,5.0
2020,32,2011,20.0
2023,38,2411,24.0
2019,46,1134,11.0
2023,37,1621,16.0
2021,44,121,1.0
2023,20,1223,12.0
2021,3,1113,11.0
2020,3,632,6.0
2023,9,225,2.0
2023,29,614,6.0
2021,18,1225,12.0
2023,23,932,9.0
2022,7,1232,12.0
2022,35,1925,19.0
2022,5,431,4.0
2019,17,1111,11.0
2022,16,633,6.0
2022,37,1623,16.0
2022,41,1513,15.0
2020,8,1722,17.0
2019,11,1823,18.0
2022,12,321,3.0
2020,32,1112,11.0
2022,47,726,7.0
2021,33,423,4.0
2021,1,1611,16.0
2021,17,1432,14.0
2022,29,232,2.0
2019,3,1712,17.0
2019,42,231,2.0
2023,44,2011,20.0
2021,32,833,8.0
2021,34,835,8.0
2020,53,312,3.0
2021,12,814,8.0
2020,17,1524,15.0
2022,11,1512,15.0
2023,8,331,3.0
2020,50,2013,20.0
2020,33,1634,16.0
2021,37,1833,18.0
2023,27,1024,10.0
2020,23,524,5.0
2021,13,632,6.0
2022,4,221,2.0
2021,26,1412,14.0
2019,37,1522,25.0
2020,12,634,6.0
2019,11,1411,14.0
2022,50,424,4.0
2021,33,2024,20.0
2023,37,513,5.0
2021,36,2511,25.0
2020,31,821,8.0
2023,14,1223,12.0
2021,49,1235,12.0
2021,17,1214,12.0
2019,41,114,1.0
2020,41,1111,11.0
2023,25,1824,18.0
2022,39,2511,25.0
2022,25,1653,16.0
2022,38,612,6.0
2021,48,2422,24.0
2021,41,735,7.0
2021,44,912,9.0
2020,27,1532,15.0
2022,13,434,4.0
2023,37,423,4.0
2019,12,812,8.0
2022,42,424,4.0
2022,26,2221,22.0
2021,1,732,7.0
2021,31,1531,15.0
2022,41,1131,11.0
2023,42,2233,22.0
2019,20,825,8.0
2021,4,1512,15.0
2021,34,1923,19.0
2022,9,235,2.0
2022,10,2424,24.0
2021,9,532,5.0
2022,28,1732,17.0
2021,45,935,9.0
2020,8,1221,12.0
2022,6,1613,16.0
2023,52,414,4.0
2022,9,1652,16.0
2019,51,2024,20.0
2021,24,915,9.0
2019,46,1831,18.0
2019,16,1111,11.0
2020,6,1723,17.0
2019,2,931,9.0
2023,32,1125,11.0
2023,19,231,2.0
2020,34,2011,20.0
2021,40,1033,10.0
2020,45,831,8.0
2022,22,1821,18.0
2023,26,1222,12.0
2019,25,211,2.0
2019,16,1214,12.0
2023,28,1225,12.0
2019,18,1524,15.0
2023,13,1621,16.0
2021,45,1915,19.0
2021,16,1013,10.0
2022,6,1713,17.0
2020,19,2535,25.0
2022,43,2011,20.0
2020,32,1931,19.0
2020,41,1812,18.0
2021,41,1531,15.0
2020,18,921,9.0
2020,2,834,8.0
2019,36,1134,11.0
2020,10,1432,14.0
2020,10,522,5.0
2020,18,712,7.0
2020,12,1214,12.0
2020,30,1024,10.0
2023,33,1014,10.0
2019,34,1533,15.0
2023,22,2211,22.0
2021,31,2431,24.0
2023,33,1224,12.0
2022,13,215,2.0
2020,41,1631,16.0
2019,51,823,8.0
2020,8,2533,25.0
2022,42,1132,11.0
2022,28,133,1.0
2023,26,2515,25.0
2022,10,1834,18.0
2023,38,2521,25.0
2023,16,1431,14.0
2023,44,1513,15.0
2020,51,921,9.0
2023,4,1011,10.0
2021,7,1424,14.0
2020,7,622,6.0
2019,14,832,8.0
2019,39,112,1.0
2021,19,524,5.0
2023,41,825,8.0
2023,34,2223,22.0
2020,8,1522,15.0
2023,13,1123,11.0
2020,10,111,1.0
2019,18,1113,11.0
2023,42,1114,11.0
2019,38,2522,25.0
2020,20,932,9.0
2022,33,1132,11.0
2020,5,432,4.0
2020,10,1122,11.0
2023,13,1911,19.0
2019,21,433,4.0
2021,35,231,2.0
2019,4,914,9.0
2021,36,523,5.0
2022,15,1132,11.0
2022,47,421,4.0
2020,38,133,1.0
2020,6,1832,18.0
2020,45,813,8.0
2021,14,532,5.0
2023,39,2411,24.0
2020,16,815,8.0
2022,12,121,1.0
2020,42,1013,10.0
2021,9,934,9.0
2021,37,1724,17.0
2022,2,621,6.0
2019,18,1434,14.0
2022,22,1913,19.0
2021,19,1213,12.0
2019,36,1233,12.0
2021,5,314,3.0
2023,26,1832,18.0
2022,36,931,9.0
2021,32,932,9.0
2019,1,614,6.0
2022,27,1111,11.0
2020,40,1211,12.0
2020,23,412,4.0
2023,45,235,2.0
2022,27,726,7.0
2022,21,1912,19.0
2021,18,1125,11.0
2019,31,1011,10.0
2022,9,1214,12.0
2023,31,2032,20.0
2019,12,114,1.0
2022,39,421,4.0
2022,48,2525,25.0
2022,38,2023,20.0
2021,30,2033,20.0
2023,12,132,1.0
2022,7,1932,19.0
2023,34,1211,12.0
2021,52,221,2.0
2021,20,132,1.0
2021,40,2432,24.0
2019,9,112,1.0
2019,8,1132,11.0
2019,23,1021,10.0
2023,17,1934,19.0
2023,39,2521,25.0
2019,37,1732,17.0
2020,32,232,2.0
2023,8,2413,24.0
2021,50,523,5.0
2023,11,414,4.0
2021,20,733,7.0
2019,11,1125,11.0
2023,16,715,7.0
2022,34,1831,18.0
2019,23,1932,19.0
2019,20,624,6.0
2022,32,822,8.0
2019,24,2511,25.0
2020,51,2033,20.0
2022,39,1132,11.0
2021,42,2411,24.0
2022,39,814,8.0
2022,32,121,1.0
2020,38,1131,11.0
2020,45,1223,12.0
2021,40,1913,19.0
2021,53,324,3.0
2022,1,1922,19.0
2022,37,212,2.0
2020,24,513,5.0
2019,9,921,9.0
2020,42,1031,10.0
2023,42,1434,14.0
2020,10,1612,16.0
2019,26,831,8.0
2021,49,633,6.0
2023,29,821,8.0
2023,43,1223,12.0
2021,19,1412,14.0
2019,40,1132,11.0
2022,17,613,6.0
2021,20,324,3.0
2020,33,2413,24.0
2020,5,2522,25.0
2019,33,1532,15.0
2021,53,2011,20.0
2021,17,1733,17.0
2022,18,2221,22.0
2020,6,734,7.0
2021,21,432,4.0
2019,22,433,4.0
2021,8,1433,14.0
2020,32,2013,20.0
2021,10,331,3.0
2021,43,2515,25.0
2021,53,213,2.0
2022,21,1732,17.0
2021,19,1012,10.0
2021,33,726,7.0
2019,28,932,9.0
2022,31,1711,17.0
2021,46,114,1.0
2021,1,1014,10.0
2019,29,1722,17.0
2021,42,834,8.0
2021,30,612,6.0
2021,51,723,7.0
2022,1,123,1.0
2020,6,313,3.0
2019,10,1131,11.0
2019,47,323,3.0
2019,39,1114,11.0
2020,49,2531,25.0
2021,53,1532,15.0
2023,25,1623,16.0
2023,34,822,8.0
2019,9,1432,14.0
2020,11,2233,22.0
2020,6,923,9.0
2023,30,1014,10.0
2021,22,623,6.0
2021,4,1834,18.0
2022,4,813,8.0
2023,23,1623,16.0
2021,42,2212,22.0
2021,43,1424,14.0
2019,17,1724,17.0
2023,38,725,7.0
2021,45,2011,20.0
2021,15,2531,25.0
